kyA: kyA/__p
prawiloma: None
prawimA: ASA/__n
prawimalla: None
prawimaMdiwa: None
prawimAna: rAw/a__n
prawimUrwi: None
prawimuxrAMkiwa: None
prawininAxa: None
prawiniScaya: None
prawinivarwiwa: None
prawiniXi: Apawwi/__n
prawiniXiwva: rAw/a__n
prawiniyukwa: None
prawiniyukwi: SAnwi/__n
prawipakRa: rAw/a__n
prawipakRawA: None
prawipakRI: None
prawiPala: rAw/a__n
prawipAlaka: rAw/a__n
prawipAlana: None
prawipAliwa: None
prawiPaliwa: None
prawipAlya: wIn/a__adj
prawipanna: None
prawipApa: None
prawipawi: None
prawipawraka: None
prawipaxA: None
prawipAxaka: None
prawipAxana: rAw/a__n
prawipAxayiwA: None
prAwipaxika: None
prawipAxiwa: wIn/a__adj
prawipAxya: None
prawipIdana: None
prawiprahAra: None
prawiprasava: None
prawipraSna: None
prawipraxAna: None
prawipUjana: None
prawipUjiwa: None
prawipuruRa: None
prawipUrwi: SAnwi/__n
prawirakRA: kAl/A__n
prawirakRaNa: rAw/a__n
prawirakrAwmaka: None
prawiReXa: rAw/a__n
prawiReXaka: None
prawiRixXa: wIn/a__adj
prawiropiwa: None
prawiroXa: rAw/a__n
prawiroXaka: wIn/a__adj
prawiroXI: ladak/I__n
prawiroXiwa: None
prawiRTa: None
prawiRTA: pIdZ/A__n
prawiRTAna: rAw/a__n
prawiRTApawra: None
prawiRTApiwa: wIn/a__adj
prawiRTAvAn: None
prawiRTiwa: rAw/a__n
prawirUpa: rAw/a__n
prAwiSAKya: None
prawisaMXAna: None
prawiSawa: rAw/a__n
prawisneha: None
prawiSoXa: None
prawispaMxana: None
prawisparxXA: None
prawisparxXI: None
prawiSruwa: None
prawiSruwi: None
prawiSulka: None
prawisWApana: rAw/a__n
prawisWApiwa: rAw/a__n
prawivacana: None
prawivakwA: None
prawivAraNa: None
prawivarwI: None
prawivAwaka: None
prawivAxa: None
prawivAxI: None
prawivAxiwA: None
prawivexana: rAw/a__n
prawivexiwa: wIn/a__adj
prawiviMbana: None
prawiviMbiwa: None
praWiwa: None
prawIwa: rAw/a__n
prawIwi: None
prawixvaMxva: None
prawixvaMxvI: ladak/I__n
prawixvaMxviwA: kAl/A__n
prawiXvani: SAnwi/__n
prawiXvaniwa: None
prawiXvAniwa: None
prawIyamAna: None
prawiyawna: None
prawiyogI: ladak/I__n
prawiyogiwA: pIdZ/A__n
prawyaBijFA: None
prawyaBijFAna: None
prawyaBijFAwa: None
prawyABUwi: SAnwi/__n
prawyagakRa: None
prawyagASA: None
prawyAgawa: None
prawyagra: None
prawyagraWa: None
prawyagrayOvana: None
prawyAhAra: None
prawyAharaNa: None
prawyAhqwa: None
prawyAhvayana: None
prawyakRa: wIn/a__adj
prawyakRajFAna: None
prawyakRaPala: None
prawyakRapramA: None
prawyakRapramANa: None
prawyakRasixXa: None
prawyakRavAxI: None
prawyakRavihiwa: None
prawyakRawA: None
prawyakRaxarSana: None
prawyakRaxarSI: ajAwI/__adj
prawyakRaxqSya: None
prawyakRIBUwa: None
prawyakRI: None
prawyakRIkaraNa: rAw/a__n
prawyakRIkqwa: None
prawyAKyAna: None
prawyAKyAwa: None
prawyaMcA: None
prawyaMga: None
prawyanIka: None
prawyanumAna: None
prawyapiwa: None
prawyAropa: None
prawyarpaNa: rAw/a__n
prawyASA: kAl/A__n
prawyAsanna: None
prawyAsawwi: None
prawyASiwa: None
prawyavaroXana: None
prawyAvarwwana: None
prawyavasAna: None
prawyavasiwa: None
prawyavAya: None
prawyAvexana: None
prawyaya: None
prawyAyaka: None
prawyAyana: None
prawyeka: wIn/a__adj
prawyujjIvana: None
prawyukwa: None
prawyukwi: None
prawyupakAra: rAw/a__n
prawyuwpanna: None
prawyuwWAna: None
prawyuwwara: rAw/a__n
prawyuwWiwa: None
prawyuxAharaNa: None
praxAha: rAw/a__n
praxakRiNA: kAl/A__n
praxakRiNa: None
praXAnAcArya: rAw/a__n
praxAna: rAw/a__n
praXAna: rAw/a__n
praXAnakAryAlaya: None
praXAnamaMwrI: ladak/I__n
praXAnAMga: None
praXAnawA: kAl/A__n
praXAnAXyApaka: None
prAXAnika: None
prAXAnya: rAw/a__n
praxarSaka: None
praxarSana: rAw/a__n
praxarSanI: ladak/I__n
praxarSiwa: wIn/a__adj
praxAwA: pIdZ/A__n
praxawwa: rAw/a__n
praxAya: None
praxeSa: rAw/a__n
prAxeSika: wIn/a__adj
prAxeSikasenA: None
praxeSIya: None
praxeya: None
prAXikAra: rAw/a__n
prAXikaraNa: rAw/a__n
prAXikArI: ladak/I__n
prAXikqwa: wIn/a__adj
praxIpa: rAw/a__n
praxIpaka: None
praxIpana: None
praxIpwa: None
praxoRa: None
praxURaka: None
praxURaNa: rAw/a__n
prAxurBAva: None
prAxurBUwa: None
praxURiwa: wIn/a__adj
prAXyApaka: rAw/a__n
praxyowa: None
praxyowana: None
prayAcana: None
prayAga: rAw/a__n
prayANa: None
prayANakAla: None
prayANasamaya: None
prayAsa: rAw/a__n
prAyaSciwa: rAw/a__n
prayAwa: None
prayawna: rAw/a__n
prayawnaSIla: None
prayawnavAn: None
prAyaxvIpa: rAw/a__n
prAyika: None
prayoga: rAw/a__n
prayogArha: None
prayogArWa: None
prayogaSAlA: pIdZ/A__n
prayogavAxa: None
prayogaviXi: None
prayogAwiSaya: None
prayogAwmaka: None
prayogI: None
prAyogika: wIn/a__adj
prayojaka: None
prAyojaka: rAw/a__n
prayojana: rAw/a__n
prayojanavAn: None
prayojanIya: None
prAyojiwa: rAw/a__n
prayojya: None
prAyojya: None
prayokwA: None
prayukwa: wIn/a__adj
prayukwi: SAnwi/__n
prekRAgAra: None
prekRA: pIdZ/A__n
prekRAkArI: None
prekRaNa: rAw/a__n
prekRaNIya: None
prekRAsWAna: None
prekRAvAn: None
prEktisa: rAw/a__n
premaBakwi: None
premabaMXana: None
premaBAva: None
premacaMxa: rAw/a__n
prema: rAw/a__n
Prema: None
premajala: None
premakalaha: None
premAlApa: None
premAliMgana: None
premapASa: None
premapAwana: None
premapAwra: None
premASru: None
premI: ladak/I__n
premikA: kAl/A__n
preRaka: None
preraka: rAw/a__n
preraNA: kAl/A__n
preRaNa: None
preraNAwmaka: None
preraNIya: None
preRaNIya: None
prerayiwA: None
preRiwa: None
preriwa: rAw/a__n
preRya: None
presa: rAw/a__n
presariportara: None
presIdeMta: rAw/a__n
prewaBUmi: None
prewa: None
prewakqwya: None
prewalIlA: None
prewaloka: None
prewAnna: None
prewaparvawa: None
prewapawi: None
prewapurI: None
prewaSilA: None
prewaSrAxXa: None
prewaSuxXi: None
prewawva: None
preyasI: None
PrI: ajAwI/__adj
priMsa: rAw/a__n
priMsipala: rAw/a__n
priMtiMga: rAw/a__n
priMtiMgamaSIna: None
priMtiMgapresa: None
prIwa: None
prIwama: rAw/a__n
prIwiBoja: None
prIwiBojya: None
prIwi: SAnwi/__n
prIwikara: None
prIwikAraka: None
prIwipAwra: None
prIwivivAha: None
prIwixAna: None
prIwiXana: None
priyaBARaNa: None
priyaBARI: None
priya: wIn/a__adj
priyA: kAl/A__n
priyajana: rAw/a__n
priyakalawra: None
priyakara: None
priyakArI: None
priyaMvaxa: None
priyaMvaxA: None
priyapAwra: None
priyasaMxeSa: None
priyavacana: None
priyavAxI: None
priyawA: None
priyawama: None
priyawamA: None
prODa: rAw/a__n
prODA: None
prODawA: None
prODawva: None
prODi: None
prODokwi: None
progrAma: rAw/a__n
pronnawi: SAnwi/__n
proPesara: rAw/a__n
prORTa: None
protIna: rAw/a__n
prowPulla: None
prowsAha: None
prowsAhana: rAw/a__n
prowsAhiwa: wIn/a__adj
prowsAriwa: None
prOxyogikI: ladak/I__n
prUPa: None
puAla: rAw/a__n
PuArA: None
pUCa: uT/a__v
pucakAra: None
puCallA: kAl/A__adj
pucArA: None
pucCa: rAw/a__n
pucCala: rAw/a__n
pucCalawArA: None
pUCwACa: None
pudA: None
pUdI: None
pudiyA: None
pudZI: None
PUhada: None
PUhadapana: None
PuhArA: None
PuhAra: rAw/a__n
pU: None
pujAI: None
pUjA: pIdZ/A__n
pujA: None
pUja: uT/a__v
pUjana: rAw/a__n
pujApA: None
pujArI: ladak/I__n
pujavA: None
PujUla: None
PujUlaKarca: None
PujUlaKarcI: None
pUjya: rAw/a__n
pukAra: uT/a__v
puKarAja: rAw/a__n
PUlagoBI: None
PulA: None
pula: rAw/a__n
Pula: rAw/a__n
PUla: uT/a__v
PulaJadI: None
pulaka: None
PulakA: None
pulakiwa: wIn/a__adj
PUlamawI: None
Pulaskepa: None
pulatisa: None
PulavAdI: None
pulAva: None
PUlavAlA: None
PUlavAlI: None
PulavArI: ladak/I__n
PUlaxAna: None
PUlaxAra: None
puliMxA: kAl/A__n
pulisa: rAw/a__n
pulisakAryavAI: None
pulisamEna: None
pulisarAja: None
puliyA: kAl/A__n
Pulla: None
Pullanayana: None
puMdarIka: None
puMdarIkAkRa: None
puMgIPala: None
puMja: rAw/a__n
PuMkAra: None
PuMsI: None
puMswva: None
PunagI: None
punaHpAka: None
punaHpramAxa: None
punaHprApya: None
punaHsaMgama: None
punaHsaMskAra: None
punaHsaMskqwa: None
punaHsaMXAna: None
punaHsixXa: None
punaHsWApanA: None
punaHsWApana: rAw/a__n
punarAgama: None
punarAgamana: None
punarAgawa: None
punarAvarwa: None
punarAvarwI: None
punarAvqwwi: SAnwi/__n
punarBava: None
punarBoga: None
punarBU: None
punargaTana: rAw/a__n
punargeya: None
punarIkRaNa: rAw/a__n
punarjAgaraNa: rAw/a__n
punarjanmA: None
punarjanma: None
punarlABa: None
punarmUlyana: None
punarmuxriwa: None
punarnava: None
punarnavA: None
punarnirmANa: rAw/a__n
punarniyukwi: None
punarujjIvana: rAw/a__n
punarukwi: None
punaruwpawwi: None
punaruwpAxana: None
punaruwWAna: None
punaruxXAra: None
punarvAsa: rAw/a__n
punarvasu: None
punarvAxa: None
punarviBAga: None
punarviBAjana: None
punarvicAra: rAw/a__n
punarvicAranyAyAlaya: None
punarvicAranyAyAXikaraNa: None
punarvicAraprAWI: None
punarvilokana: rAw/a__n
punarvivAha: None
punarviXAyana: None
punaSca: None
punIwa: rAw/a__n
puNyaBUmi: None
puNya: rAw/a__n
puNyakAla: None
puNyakarma: None
puNyakarwA: None
puNyakIrwana: None
puNyakqwya: None
puNyakRewra: None
puNyaloka: None
puNyaPala: None
puNyaprawApa: None
puNyapuruRa: None
puNyaSIla: None
puNyaSloka: None
puNyaSlokA: None
puNyavijiwa: None
puNyAwmA: None
puNyaxarSana: None
puNyoxaya: None
PUPA: kAl/A__n
PuPakAra: uT/a__v
PuPerA: None
PUPI: ladak/I__n
pUraba: rAw/a__n
puraHpAka: None
puraHsara: None
pura: None
pURa: None
purA: kAl/A__n
pUrA: kAl/A__adj
Pura: None
purajA: None
pUraka: rAw/a__n
puraKA: None
purAkalpa: None
purANa: rAw/a__n
purAnA: kAl/A__adj
purANAMwa: None
purANapuruRa: None
purAnI: ajAwI/__adj
PuraPurA: None
Purasawa: rAw/a__n
puraskAra: rAw/a__n
puraskaraNa: None
puraskarwA: None
puraskqwa: wIn/a__adj
puraskriyA: None
purassara: None
puravAI: None
pUravavarwI: None
purAwana: wIn/a__adj
purAwawva: rAw/a__n
purAwawwva: rAw/a__n
PurawI: None
PurawIlA: None
purI: ladak/I__n
pUrI: ladak/I__n
purIRa: None
purjA: None
puRkala: None
puRkara: rAw/a__n
puRkarAkRa: None
puRkariNI: None
pUrNamAsI: ladak/I__n
pUrNAMka: None
pUrNawA: kAl/A__n
purohiwAI: None
purohiwa: rAw/a__n
purohiwawaMwra: None
puroXA: None
puRpacayana: None
puRpagraWana: None
puRpa: rAw/a__n
puRpajIvI: None
puRpakAla: None
puRpakewana: None
puRpAMjali: None
puRparacana: None
puRpaXanvA: None
puRpaxrava: None
puRpaXvaja: None
puRpAyuXa: None
puRpiNI: None
puRpiwa: None
Purra: None
purRAMga: None
Pursawa: rAw/a__n
puRtaI: None
puRta: wIn/a__adj
puRtawA: None
puRti: SAnwi/__n
puRtikara: None
puRtikAraka: None
puRtimArga: None
puRtipraxa: None
puRtivarXana: None
puruRa: rAw/a__n
puruRajFAna: None
puruRamuKa: None
puruRAMwara: None
puruRAnukrama: None
puruRArWa: None
puruRArWI: None
puruRawva: rAw/a__n
puruRAXama: None
puruRaXarma: None
puruRAXikAra: None
puruRAyuRa: None
puruRowwama: rAw/a__n
puruRowwamamAsa: None
pUrvABimuKa: None
pUrvABiReka: None
pUrvAByAsa: None
pUrvagAmI: ajAwI/__adj
pUrvagawa: None
pUrvAhNa: None
pUrva: wIn/a__adj
pUrvajA: kAl/A__n
pUrvaja: rAw/a__n
pUrvajanma: None
pUrvajanmA: None
pUrvajFAna: None
pUrvakAla: None
pUrvakAlIna: None
pUrvakarma: None
pUrvAnumAna: rAw/a__n
pUrvApara: None
pUrvArxXa: None
pUrvArXya: None
pUrvASrama: None
pUrvavawiwA: None
pUrvawA: None
pUrvI: ajAwI/__adj
pUrvokwa: wIn/a__adj
pUrvopAya: None
pUrvowwara: wIn/a__adj
pUrvoxAharaNa: None
purwagAlI: ladak/I__n
PurwI: ladak/I__n
pUrwi: SAnwi/__n
PurwIlA: None
puRya: None
puRyayoga: None
PUsa: None
pUsa: None
PusalA: None
PusaPusAhata: None
PusaPusa: None
PusaPusA: None
puswa: None
puSwa: None
puswaka: rAw/a__n
puswakAkAra: None
puswakAlaya: rAw/a__n
puswakAXyakRa: None
puSwEnI: ajAwI/__adj
puswikA: kAl/A__n
PutabAla: rAw/a__n
puta: rAw/a__n
Puta: rAw/a__n
PUtA: None
PutA: None
PUta: uT/a__v
Putakara: None
PUtana: Karc/a__n
PutapAWa: rAw/a__n
PUtIkOdI: None
putTA: None
puwAI: None
pUwa: None
puwa: None
puwalA: None
puwalI: None
puwAra: None
pUwAwmA: None
pUwi: None
PUwkAra: None
puwraBAva: None
puwrahIna: None
puwra: rAw/a__n
puwrakAma: None
puwrakAmyA: None
puwrakarma: None
puwrakArya: None
puwralABa: None
puwraprasU: None
puwrapravara: None
puwrArWI: None
puwravawI: None
puwravaXU: None
puwraXarma: None
puwrERaNA: None
puwrI: ladak/I__n
puwrikA: None
puwriNI: None
puwriya: wIn/a__adj
Puxaka: None
puxgala: None
puxInA: kAl/A__n
pUzCa: None
pUzjI: ladak/I__n
pUzjIpawi: None
pUzjIvAxa: None
pUzjIvAxI: None
pUzjIxAra: None
PuzkA: None
PUzkA: None
Puzka: None
PUzka: uT/a__v
PuzkAra: None
pyAja: rAw/a__n
pyAlA: None
pyAra: Karc/a__n
pyArA: kAl/A__adj
pyArI: ajAwI/__adj
pyAsa: rAw/a__n
pyAsA: None
pyAxA: None
pyAyiwa: None
PyUja: None
pyUpA: bAlikA/__adj
PzalAnA: None
PZAwimA: None
qcA: None
qgvexa: None
q: None
qjukAya: None
qjukoNa: None
qjuwA: None
qkAra: None
qkRa: None
qkWa: None
qNagrAhI: None
qNagraswa: None
qNa: rAw/a__n
qNakarwA: None
qNamokRa: None
qNamukwa: None
qNamukwi: None
qNArNa: None
qNaSuxXi: None
qNAwmaka: wIn/a__adj
qNaxAsa: None
qNaxAyI: None
qNI: ajAwI/__adj
qRaBa: None
qRaBakUta: None
qRaBaxeva: None
qRaBaXvaja: None
qRaBI: None
qRi: Apawwi/__n
qRikalpa: None
qRikula: None
qRikulyA: None
qRikumAra: None
qRiloka: None
qRipawana: None
qRiwarpaNa: None
qRixeva: None
qRiyajFa: None
qwa: None
qwaMBarA: None
qwavAxI: None
qwavrawa: None
qwaXAmA: None
qwaXvaja: None
qwuBAga: None
qwucaryA: None
qwu: vAyu/__n
qwukAla: None
qwuliMga: None
qwumawI: None
qwumuKa: None
qwunAWa: None
qwuPala: None
qwuparNa: None
qwurAja: None
qwusaMXi: None
qwusnAna: None
qwuvawI: None
qwuvelA: None
qwuvijFAna: None
qwuxAna: None
qxXi: None
raayyawa: None
raayyawaxArI: None
rabada: None
rabadI: None
raBadI: None
rAba: None
raba: None
raBasa: None
rabI: ladak/I__n
racA: W/A__v
raca: uT/a__v
racanA: pIdZ/A__n
racanAkAra: rAw/a__n
racanAwmaka: rAw/a__n
racayiwA: bAlikA/__adj
raciwa: None
RadaMga: None
RadAnana: None
rAdAra: rAw/a__n
RadayaMwra: rAw/a__n
RadBuja: None
RadBujA: None
RadguNa: None
RAdguNya: None
Radqwu: None
Radrasa: None
RadvikAra: None
RadviXa: None
RadxarSana: None
Radyoga: None
Radyoni: None
ragada: None
ragadA: None
ragadAJagadA: None
ragadavA: None
rAga: rAw/a__n
raga: None
rAgAnviwa: None
rAgI: ladak/I__n
rAginI: None
raGu: vAyu/__n
rAhacalawA: None
rAhagIra: None
rAha: rAw/a__n
raha: uT/a__v
rahanA: kAl/A__n
rAhaKarca: None
rahama: rAw/a__n
rahamawa: rAw/a__n
rahamaxila: None
rahana: Karc/a__n
rahasya: rAw/a__n
rahasyamaya: rAw/a__n
rahasyavAxa: None
rahasyavAxI: None
rahata: None
rAhawa: rAw/a__n
rAhI: ladak/I__n
rahiwa: wIn/a__adj
rahiwawva: None
rAhula: rAw/a__n
raI: None
rAI: ladak/I__n
rAiPala: rAw/a__n
ra: Karc/a__n
Ra: None
raIsa: rAw/a__n
raIsajAxA: None
raIsajAxI: None
raIsI: None
rAjaBakwa: None
rAjaBakwi: None
rAjaBARA: None
rAjaBavana: rAw/a__n
rAjaBawwA: None
rAjABiReka: None
rAjaBoga: None
rAjacihna: None
rAjagaxxI: None
rAjagIra: rAw/a__n
rAjagIrI: None
rAjAgni: None
rAjagqha: None
rAjahaMsa: None
rajAI: ladak/I__n
raja: None
rAja: Karc/a__n
rAjA: kAl/A__n
rajA: kAl/A__n
rAjAjFA: None
rajaka: rAw/a__n
rAjakAja: None
rajakaNa: None
rAjakanyA: None
rAjakarwA: None
rAjakArya: None
rAjakaWA: None
rAjakIya: wIn/a__adj
rAjakoRa: rAw/a__n
rAjakula: None
rAjakumAra: rAw/a__n
rAjakumArI: ladak/I__n
rAjakuzara: None
rAjalakRmI: None
rAjamahala: rAw/a__n
rAjamahiRI: None
rajAmaMxa: wIn/a__adj
rajAmaMxI: ladak/I__n
rAjamArga: rAw/a__n
rAjanaya: None
rAjanayika: rAw/a__n
rajanIgaMXA: None
rajanI: ladak/I__n
rajanIkara: None
rajanISa: None
rAjanIwi: SAnwi/__n
rAjanIwijFa: rAw/a__n
rAjanIwika: wIn/a__adj
rAjanya: None
rAjapAla: rAw/a__n
rAjapAta: None
rAjapaWa: rAw/a__n
rAjapawra: rAw/a__n
rAjapawriwa: None
rAjapaxXawi: None
rAjaprAsAxa: rAw/a__n
rAjapUjiwa: None
rAjapUjya: None
rAjapuruRa: None
rAjapuwrA: None
rAjapuwrikA: None
rAjarAnI: ladak/I__n
rAjaroga: None
rAjarRi: SAnwi/__n
rAjasaBA: None
rAjasa: None
rAjAsana: None
rAjasawwA: None
rAjasI: ajAwI/__adj
rAjasika: None
rAjasiMhAsana: None
rAjaSrI: None
rAjasva: rAw/a__n
rajasvalA: None
rAjasvamaMwrI: None
rAjasvanyAyAlaya: None
rajavAdA: None
rAjavaMSa: rAw/a__n
rAjavExya: None
rAjavinoxa: None
rAjavixroha: None
rAjavixrohI: None
rAjavixyA: None
rajawAcala: None
rajawa: wIn/a__adj
rajawajayaMwI: None
rajawakuMBa: None
rajawakUta: None
rajawamaya: None
rajawapAwra: None
rAjawilaka: None
rAjawva: None
rAjaxaMda: None
rAjaXAnI: ladak/I__n
rAjaXarma: None
rAjAXirAja: None
rAjaxroha: rAw/a__n
rAjaxrohI: None
rAjaxUwAvAsa: None
rAjaxUxa: None
rAjaxvAra: None
rAjayoga: None
rAjeMxra: rAw/a__n
rAjI: ladak/I__n
rAjInAmA: None
rajistara: rAw/a__n
rajistarda: None
rajistarI: None
rajistrAra: rAw/a__n
rajistreSana: rAw/a__n
rajistrI: ladak/I__n
rAjIva: rAw/a__n
rAjIvalocana: None
rAjiwa: None
rajju: None
rajoguNa: None
rajonivqwwi: SAnwi/__n
rajoxarSana: None
rAjyaBaMga: None
rAjyABiReka: None
rAjyABiRikwa: None
rAjyacyuwa: None
rAjyacyuwi: None
rAjya: rAw/a__n
rAjyakarwA: None
rAjyalakRmI: ladak/I__n
rAjyaloBa: None
rAjyapAla: rAw/a__n
rAjyapariRaxa: None
rAjyasaBA: kAl/A__n
rAjyasaMrakRaka: None
rAjyasarakAra: None
rAjyaSAsana: None
rAjyASrayI: None
rAjyavyavasWA: None
rAjyawaMwra: None
rAjyawyAga: None
rakAbI: None
rAKa: rAw/a__n
rAkA: None
raKA: W/A__v
raKa: uT/a__v
rakama: rAw/a__n
raKaraKAva: rAw/a__n
raKavA: KA/__v
raKavAlA: None
raKavAlI: None
raKEla: None
raKela: None
rAkeSa: rAw/a__n
rAketa: None
rAKI: ladak/I__n
rakRAbaMXana: None
rakRAgqha: None
rakRa: None
rakRA: kAl/A__n
rakRaka: rAw/a__n
rakRAkavaca: None
rakRaNa: None
rakRaNIya: None
rakRAnOkA: None
rakRapAla: None
rakRapAlaka: None
rakRApetI: None
rAkRasa: rAw/a__n
rAkRasI: None
rakRAxala: None
rakRikA: None
rakRika: None
rakRiwa: None
rakRiwA: None
rakRyamANa: None
rakwacaMcu: None
rakwacaMxana: None
rakwacApa: rAw/a__n
rakwacUrNa: None
rakwagraMWi: None
rakwa: rAw/a__n
rakwajihva: None
rakwakamala: None
rakwakAMcana: None
rakwakaxaMba: None
rakwAkRa: None
rakwakRaya: None
rakwakusuma: None
rakwamaMjarI: None
rakwamaswaka: None
rakwAMbara: None
rakwanAdI: None
rakwanAla: None
rakwanewra: None
rakwapallava: None
rakwapARANa: None
rakwapiMda: None
rakwaPUla: None
rakwapuRpA: None
rakwapuRpa: None
rakwapuRpaka: None
rakwapuRpI: None
rakwASaya: None
rakwasrAva: rAw/a__n
rakwaswaMBana: None
rakwawA: None
rakwAXAna: None
rakwaXArA: kAl/A__n
rakwaxURaNa: None
rAla: rAw/a__n
rAmabANa: rAw/a__n
rAmaBoga: None
ramA: W/A__v
rAma: rAw/a__n
rama: uT/a__v
ramajAna: rAw/a__n
rAmakahAnI: None
rAmakalI: None
ramala: None
rAmalIlA: kAl/A__n
ramaNa: None
rAmAnaMxa: rAw/a__n
rAmAnaMxI: None
rAmanavamI: None
ramaNI: None
ramaNIka: wIn/a__adj
ramaNIya: wIn/a__adj
ramaNIyawA: kAl/A__n
rAmAnuja: None
rAmaPala: None
rAmapura: rAw/a__n
rAmarAjya: None
rAmarasa: None
rAmasaKA: None
rAmasewu: None
rAmaSilA: None
ramawA: None
rAmawAraka: None
rAmaxAnA: None
rAmaXanuR: None
rAmaxUwa: None
rAmAyaNa: rAw/a__n
rAmAyaNI: None
raMBA: None
raMBAPala: None
raMdIbAja: None
raMdIbAjI: None
raMdI: None
rAmeSvara: rAw/a__n
raMgaBavana: None
raMgaBexa: None
raMgabiraMgA: kAl/A__adj
raMgaBUmi: SAnwi/__n
raMgaDaMga: None
raMga: uT/a__v
raMgakAra: None
raMgakRewra: None
raMgAlaya: None
raMgamahala: rAw/a__n
raMgamaMca: rAw/a__n
raMgamaMdapa: None
raMgarasa: None
raMgarasiyA: None
raMgarelI: None
raMgarUpa: None
raMgaSAlA: None
raMgawa: rAw/a__n
raMgIna: wIn/a__adj
raMgInI: None
raMgolI: None
raMja: None
raMjaka: None
raMjana: rAw/a__n
raMjiSa: rAw/a__n
raMjiwa: None
raMka: wIn/a__adj
raMwi: None
raMwixeva: None
raMxA: None
raMXra: None
ramya: None
ramyA: None
raNaBerI: None
raNa: rAw/a__n
rANA: kAl/A__n
rana: rAw/a__n
raNAjira: None
raNakAmI: None
raNakoRa: None
raNakRewra: None
raNAMgaNa: None
raNanAxa: None
raNanIwi: Apawwi/__n
raNapriya: None
raNaraMga: None
raNasajjA: None
raNaSikRA: None
raNasiMGA: None
raNasWala: None
rAnI: ladak/I__n
RaNmAsa: None
RaNmAsika: None
RANmAsika: None
raParI: None
rapata: rAw/a__n
raPawAra: None
raPUgara: None
raPU: None
raPwAra: rAw/a__n
RaRTa: wIn/a__adj
RaRTAMSa: None
RaRTI: None
RaRti: None
RARTika: None
RaRTIpUjA: None
RaRTIpUjana: None
RaRtipUrwi: None
RaRTIsamAsa: None
RaRTIvrawa: None
RaRTIwawpuruRa: None
rARtraBARA: None
rARtraBavana: None
rARtra: rAw/a__n
rARtramaMdala: None
rARtrapAla: None
rARtrapawAkA: None
rARtrapawi: Apawwi/__n
rARtrasaMGa: None
rARtraSAsana: None
rARtravAsI: None
rARtravAxa: rAw/a__n
rARtravAxI: ladak/I__n
rARtraviplava: None
rARtrawaMwra: None
rARtraXvaja: rAw/a__n
rARtrika: None
rARtrIya: wIn/a__adj
rARtrIyakaraNa: rAw/a__n
rARtrIyawA: None
rasaBarI: ladak/I__n
rAsaBUmi: None
rasagarBa: None
rasagullA: None
rasa: rAw/a__n
rasA: None
rAsa: rAw/a__n
rasajFa: None
rasajFA: None
rasakeli: None
rasAla: None
rasAlA: None
rAsalIlA: None
rAsamaMdala: None
rAsamaMdalI: None
raSanA: None
rASana: rAw/a__n
rasaneMxriya: None
rasanIya: None
rAsanqwya: None
rasAnuBUwi: None
rasapariwyAga: None
rasapuRpa: None
rasarAja: None
rasaSAswrU: None
rasaSoXana: None
rasAsvAxana: rAw/a__n
rasAsvAxI: None
rasavAhinI: None
rasavAn: None
rAsavihArI: None
rAsavilAsa: None
rasAwmaka: None
rasawyAga: None
rasaxA: None
rasaxa: None
rasaxAra: None
rAsaXArI: None
rasAyana: rAw/a__n
rasAyanaSAswra: None
rAsAyanika: wIn/a__adj
rasAyanika: None
rAsAyanikaparIkRaka: None
rAsAyanikaSAlA: None
rAsayAwrA: None
rAseSvarI: None
rASiBAga: None
rASiBoga: None
rASicakra: None
rASi: Apawwi/__n
rasika: None
rasikawA: None
rasIlA: None
rASinAma: None
rasIxa: rAw/a__n
rasIxItikata: None
rasiyA: bAlikA/__adj
rasma: rAw/a__n
rasmI: None
raSmi: None
rasoIGara: None
rasoI: ladak/I__n
rAso: None
rasoiyA: None
rasoxBava: None
rasoxBUwa: None
rassA: bAlikA/__adj
rassI: ladak/I__n
rAswA: kAl/A__adj
Ratacakra: None
RatacaraNa: None
Rata: None
rata: uT/a__v
Rataka: None
Ratakarma: None
RatakarNa: None
RatakoNa: None
Ratapawra: None
Ratapaxa: None
Ratarasa: None
RataSAswra: None
RataSAswrI: None
RatawAla: None
RAtpOruRika: None
rAvabahAxura: None
rava: None
rAva: rAw/a__n
ravA: None
ravAnagI: None
rAvaNa: rAw/a__n
ravAnA: bAlikA/__adj
ravAxAra: None
ravEyA: kAl/A__adj
ravicakra: None
ravi: SAnwi/__n
rAvI: ladak/I__n
ravikara: None
ravikula: None
ravilocana: None
ravimaMdala: None
ravisaMkrAnwi: None
ravivAra: rAw/a__n
ravivAsara: None
raWAgra: None
rawa: None
raWa: rAw/a__n
rAwa: rAw/a__n
rawajagA: None
raWakAra: None
raWAMga: None
rawana: rAw/a__n
rAwarAnI: None
raWaSAlA: None
raWasaMcAra: None
raWaSAswra: None
raWavAhaka: None
raWavAhana: None
raWavAn: None
raWayAwrA: pIdZ/A__n
rawiBavana: None
rawigqha: None
raWI: None
rawi: None
rawikalaha: None
rawikara: None
rawikriyA: None
rawilaMpata: None
rawiPala: None
rawipASa: None
rawipriya: None
rawipriyA: None
rawiramaNa: None
rawiSakwi: None
rawisaMyoga: None
rawivarxXana: None
rawnABURaNa: None
rawnAcala: None
rawnacCAyA: None
rawnagarBA: None
rawnagarBa: None
rawnagqha: None
rawna: rAw/a__n
rawnakAra: None
rawnAkara: rAw/a__n
rawnamAlA: None
